state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",14-11-2025 21:00,26.906111,80.948222,NH3,12,17,15
Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",14-11-2025 21:00,29.06351,77.709723,SO2,17,40,26
Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",14-11-2025 21:00,28.83526,78.7446,NH3,4,5,5
Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",14-11-2025 21:00,28.840739,78.697531,SO2,3,41,16
Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",14-11-2025 21:00,28.840739,78.697531,OZONE,6,95,57
Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",14-11-2025 21:00,26.509954,80.249612,PM2.5,49,304,186
Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",14-11-2025 21:00,26.4703136,80.3229863,SO2,NA,NA,NA
Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",14-11-2025 21:00,26.4703136,80.3229863,CO,34,57,44
Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",14-11-2025 21:00,28.856664,78.772638,PM2.5,65,271,142
Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",14-11-2025 21:00,28.856664,78.772638,NH3,6,6,6
Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",14-11-2025 21:00,28.849399,78.742362,PM2.5,51,299,161
Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",14-11-2025 21:00,25.262326,82.995408,NH3,1,5,2
Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",14-11-2025 21:00,25.32393,82.99687,CO,22,64,33
Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",14-11-2025 21:00,27.571409,77.655757,PM2.5,26,267,121
Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",14-11-2025 21:00,30.269444,78.044167,PM10,14,55,36
Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",14-11-2025 21:00,30.269444,78.044167,SO2,1,2,2
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",14-11-2025 21:00,29.2124114,78.9611753,PM10,33,128,78
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",14-11-2025 21:00,29.2124114,78.9611753,SO2,2,9,7
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",14-11-2025 21:00,29.2124114,78.9611753,OZONE,1,23,10
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",14-11-2025 21:00,30.075911,78.2859547,PM10,49,78,63
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",14-11-2025 21:00,30.075911,78.2859547,SO2,5,5,5
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",14-11-2025 21:00,30.075911,78.2859547,OZONE,67,67,67
West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",14-11-2025 21:00,23.685297,86.945968,PM2.5,78,220,156
West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",14-11-2025 21:00,23.697936,86.944395,PM2.5,67,224,137
West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",14-11-2025 21:00,23.618183,87.105718,PM2.5,58,323,206
West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",14-11-2025 21:00,23.618183,87.105718,PM10,56,154,114
West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",14-11-2025 21:00,23.618183,87.105718,CO,20,102,57
West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",14-11-2025 21:00,23.618183,87.105718,OZONE,13,68,49
West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",14-11-2025 21:00,23.616515,87.119133,OZONE,12,83,70
West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",14-11-2025 21:00,23.567923,87.306843,SO2,12,93,23
West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",14-11-2025 21:00,23.508764,87.35444,PM2.5,NA,NA,NA
West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",14-11-2025 21:00,23.508764,87.35444,CO,46,102,73
West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)",14-11-2025 21:00,23.549395,87.300496,CO,30,66,35
West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",14-11-2025 21:00,22.554954,88.292568,NO2,10,25,14
West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",14-11-2025 21:00,22.6025571,88.3105664,PM10,91,171,124
West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",14-11-2025 21:00,22.6025571,88.3105664,NO2,14,81,45
West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",14-11-2025 21:00,22.611968,88.347422,NO2,21,38,26
West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",14-11-2025 21:00,22.5367507,88.3638022,SO2,11,20,16
West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",14-11-2025 21:00,22.55664,88.342674,NO2,NA,NA,NA
West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",14-11-2025 21:00,22.55664,88.342674,NH3,NA,NA,NA
West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",14-11-2025 21:00,22.627847,88.380669,PM2.5,NA,NA,NA
